f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.06015,0.011905,0.041565,0,0.014706,0.048,0.085714,0.118679,0.3125,0.007246,0
0.007519,0.047619,0.002445,0,0,0.008,1,0.000231,1,0.007246,0
0.406015,0.095238,0.281174,0.035632,0.205882,0.416,0.435142,0.185408,0.171296,0.07971,1
0.112782,0.315476,0.254279,0.002959,0.764706,0.072,0.39916,0.302009,0.214286,0.101449,1
0.015038,0.02381,0.012225,0.000129,0.058824,0.008,1,0.003463,0.5,0.007246,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623148,0.490649,0.333333,0.014493,1
0.120301,0.095238,0.107579,0.001029,0.191176,0.112,0.375,0.060263,0.18125,0.028986,1
0.067669,0.065476,0.022005,0.004631,0.014706,0.072,1,0.002078,0.333333,0.007246,1
0.06015,0.095238,0.161369,0.003602,0.220588,0.048,1,0.127222,0.475,0.007246,0
0.233083,0.059524,0.144254,0.01505,0.147059,0.232,0.25,0.190025,0.150538,0.101449,1
0.015038,0.029762,0.017115,0.000129,0.073529,0.016,1,0.009928,0.75,0.007246,0
0.090226,0.065476,0.168704,0.008233,0.132353,0.048,0.507576,0.390903,0.281818,0.101449,1
0.007519,0,0.002445,0,0,0.008,1,0.000231,1,0.007246,0
0.285714,0.083333,0.268949,0.035117,0.205882,0.256,0.364865,0.368275,0.248538,0.094203,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.621795,0.270376,0.333333,0.014493,1
0.022556,0.214286,0.022005,0.000386,0.117647,0.016,1,0.005541,0.5,0.007246,0
0.022556,0.041667,0.02445,0.000386,0.088235,0.016,1,0.009236,0.583333,0.007246,1
0.030075,0.053571,0.06846,0.000257,0.117647,0.016,0.166667,0.109674,0.583333,0.007246,0
0.022556,0,0.00978,0.000129,0,0.016,0.25,0.069037,1,0.007246,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623148,0.490649,0.333333,0.014493,1
0.030075,0.113095,0.066015,0.000772,0.264706,0.024,1,0.037174,0.4,0.036232,0
0.157895,0.017857,0.110024,0,0.044118,0.152,0.25,0.109905,0.220238,0.021739,1
0.045113,0.059524,0.02934,0,0.132353,0.04,0.1,0.011314,0.333333,0.014493,0
0.030075,0.035714,0.036675,0.000772,0.073529,0.032,1,0.009005,0.5,0.007246,0
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.621795,0.270376,0.333333,0.014493,1
0.037594,0.017857,0.022005,0,0.014706,0.032,0.125,0.006234,0.3,0.007246,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623148,0.490649,0.333333,0.014493,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.621795,0.270376,0.333333,0.014493,1
0.022556,0.077381,0.02934,0.000386,0.176471,0.024,1,0.01293,0.5,0.021739,0
0.090226,0.005952,0.02934,0.00849,0,0.096,1,0.002771,0.444444,0.007246,0
0.022556,0.047619,0.022005,0.000129,0.102941,0.024,0.25,0.006003,0.555556,0.007246,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623148,0.490649,0.333333,0.014493,1
0.067669,0.119048,0.02445,0.004631,0.088235,0.072,1,0.006465,0.314815,0.007246,1
0.022556,0.017857,0.017115,0,0.014706,0.016,0.25,0.007389,0.666667,0.007246,0
0.022556,0.125,0.06357,0,0.308824,0.024,0.083333,0.0568,0.444444,0.028986,0
0.015038,0.041667,0.01467,0.000129,0.102941,0.016,1,0.003002,0.625,0.007246,0
0.007519,0.041667,0.002445,0,0.014706,0,1,0.014315,0,0,1
0.015038,0.059524,0.02445,0.000129,0.147059,0.016,1,0.007158,0.6,0.007246,0
0.067669,0.005952,0.141809,0.003859,0.014706,0.024,0.375,0.142923,0.185185,0.094203,0
0.067669,0.053571,0.056235,0.004631,0.132353,0,1,0.018933,0.444444,0.007246,0
0.315789,0.059524,0.220049,0.043092,0.073529,0.312,0.333959,0.202494,0.125397,0.043478,0
0.022556,0.005952,0.00978,0.000386,0.014706,0.024,1,0.002309,1,0.007246,0
0.022556,0.041667,0.036675,0.000386,0.044118,0.024,0.5,0.042254,0.388889,0.036232,1
0.015038,0.041667,0.03912,0,0.088235,0.008,0.166667,0.031632,0.583333,0.007246,1
0.022556,0.059524,0.08313,0.000386,0.132353,0.008,1,0.039021,0.666667,0.007246,0
0.007519,0.02381,0.002445,0,0.029412,0.008,1,0.000231,1,0.007246,0
0.007519,0.005952,0.00489,0,0.014706,0.008,1,0.000924,1,0,0
0.022556,0,0.00978,0.000129,0,0.016,0.25,0.288155,1,0.007246,1
0.075188,0.053571,0.056235,0.002959,0.117647,0.08,0.277778,0.02055,0.28,0.014493,0
0.037594,0.053571,0.041565,0.001029,0.117647,0.04,0.25,0.021242,0.4,0.057971,0
0.022556,0.089286,0.06357,0,0.220588,0.016,0,0.039483,0.444444,0.043478,1
0.503759,0.565476,0.163814,0.28441,0.058824,0.536,0.507576,0.019164,0.242537,0.007246,1
0.015038,0.053571,0.03423,0.000129,0.102941,0.008,1,0.011545,0.625,0.007246,0
0.007519,0.011905,0.00489,0,0.014706,0.008,1,0.001154,1,0,0
0.022556,0.041667,0.017115,0.000386,0.073529,0.024,1,0.005772,0.555556,0.007246,0
0.030075,0.011905,0.00978,0.000772,0,0.032,1,0.000924,0.4,0.007246,0
0.180451,0.029762,0.07335,0,0,0.168,0.271739,0.112214,0.316667,0.057971,0
0.030075,0.059524,0.061125,0.000772,0.132353,0.032,1,0.027938,0.625,0.007246,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.621795,0.270376,0.333333,0.014493,1
0.052632,0.077381,0.026895,0.002701,0.088235,0.04,0.5,0.006696,0.349206,0.007246,1
0.481203,0.041667,0.332518,0.057113,0.058824,0.472,0.359649,0.525976,0.152381,0.130435,0
0.045113,0.005952,0.026895,0,0,0.048,0.325,0.013161,0.444444,0.007246,0
0.917293,0.095238,0.845966,0,0.220588,0.952,0.403778,0.378665,0.135537,0.014493,0
0.015038,0.035714,0.00489,0.000129,0,0.016,1,0.003925,1,0.007246,0
0.075188,0.005952,0.03423,0,0.014706,0.08,0.236111,0.041561,0.4,0.021739,0
0.067669,0.095238,0.07824,0.003602,0.235294,0.056,0.3125,0.052644,0.325,0.057971,1
0.097744,0.053571,0.119804,0.001801,0.132353,0.08,0.241667,0.157008,0.1875,0.065217,1
0.007519,0.035714,0.02445,0,0.058824,0,1,0.018471,1,0,0
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623148,0.490649,0.333333,0.014493,1
0.022556,0,0.00978,0.000129,0,0.016,0.25,0.288155,1,0.007246,1
0.022556,0.113095,0.07824,0,0.264706,0.024,0.25,0.037174,0.5,0.057971,0
0.022556,0.011905,0.026895,0.000386,0,0.024,1,0.014085,0.833333,0.036232,0
0.015038,0.053571,0.03423,0.000129,0.117647,0.016,1,0.016624,0.75,0.007246,1
0.022556,0.017857,0.012225,0.000386,0.029412,0,1,0.005541,0.555556,0.014493,0
0.090226,0.029762,0.107579,0.008233,0.029412,0,0.490909,0.135304,0.318182,0.057971,0
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623148,0.490649,0.333333,0.014493,1
0.037594,0.119048,0.080685,0,0.294118,0.032,0.25,0.040637,0.333333,0.043478,1
0.082707,0.077381,0.127139,0.007075,0.176471,0.072,1,0.070192,0.212121,0.036232,1
0.285714,0.089286,0.293399,0.065475,0.191176,0.216,0.440154,0.631956,0.184275,0.021739,1
0.052632,0.077381,0.0489,0,0.176471,0.056,0,0.017086,0.25974,0.007246,1
0.263158,0.154762,0.400978,0.042321,0.338235,0.152,0.448529,0.386285,0.135714,0.144928,1
0.082707,0.065476,0.0489,0,0.088235,0.088,0.1,0.020319,0.227273,0.021739,1
0.233083,0.136905,0.198044,0.030744,0.191176,0.208,0.366667,0.252828,0.180108,0.123188,1
0.315789,0.85119,0.166259,0.105351,0.220588,0.32,0.476965,0.107366,0.112245,0.028986,1
0,0.011905,0,0,0,0,1,0,0,0,0
0.067669,0.130952,0.08313,0.004631,0.029412,0.048,1,0.078735,0.5,0.065217,0
0.06015,0.107143,0.051345,0.001029,0.132353,0.032,1,0.025398,0.5,0.014493,0
0.037594,0.053571,0.02445,0.001029,0.102941,0.032,0.5,0.01039,0.4375,0.014493,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623975,0.98707,0.333333,0.014493,1
0.067669,0.065476,0.102689,0,0.132353,0.064,0.291667,0.098361,0.277778,0.101449,1
0.56391,0.255952,0.298289,0.335349,0.25,0.568,0.48339,0.266682,0.073043,0.115942,0
0.030075,0.011905,0.012225,0,0,0.032,0.333333,0.006465,0.5,0.007246,0
0.052632,0.113095,0.117359,0.002701,0.279412,0.024,0.583333,0.089818,0.469388,0.007246,0
0.030075,0.059524,0.06846,0.000515,0.147059,0.024,0.333333,0.044101,0.5,0.007246,1
0.015038,0.065476,0.01956,0.000129,0.073529,0.008,1,0.010159,0.5,0.021739,0
0.030075,0.02381,0.0978,0,0.058824,0.024,0.166667,0.055414,0.333333,0.086957,1
0.015038,0.017857,0.01467,0,0.044118,0.016,0,0.006465,0.666667,0.021739,0
0.015038,0,0.007335,0.000129,0,0.008,1,0.001616,1,0.007246,0
0.030075,0.047619,0.01956,0.000772,0.102941,0.024,0.5,0.006927,0.4,0.007246,0
0.037594,0.107143,0.05379,0.000515,0.264706,0.04,0.125,0.029093,0.4,0.007246,0
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.621795,0.270376,0.333333,0.014493,1
0.030075,0.005952,0.022005,0.000515,0.014706,0.024,0.333333,0.006696,0.555556,0.014493,0
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.621795,0.270376,0.333333,0.014493,1
0.045113,0.071429,0.01467,0.00193,0,0.048,0.6,0.004156,0.533333,0.007246,0
0.240602,0.107143,0.215159,0.045536,0.191176,0.224,0.44086,0.158393,0.180556,0.072464,1
0.278195,0.047619,0.139364,0.056599,0.058824,0,0.396605,0.187486,0.289189,0.108696,0
0.12782,0.119048,0.075795,0.017494,0.132353,0.136,1,0.016624,0.277311,0.007246,1
0.015038,0.005952,0.017115,0,0.014706,0.016,0,0.008081,0.666667,0.014493,0
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.621795,0.270376,0.333333,0.014493,1
0.022556,0.077381,0.041565,0.000386,0.191176,0.024,1,0.017317,0.444444,0.021739,0
0,0.02381,0,0,0.014706,0,1,0,0,0,0
0.18797,0.160714,0.207824,0.022125,0.323529,0.192,0.431818,0.135996,0.141818,0.094203,1
0.022556,0.005952,0.00978,0.000129,0.014706,0.016,0.25,0.072501,1,0.007246,1
0.090226,0.02381,0.107579,0.008233,0.029412,0,0.490909,0.135304,0.318182,0.057971,0
0.804511,0.011905,0.286064,0.729483,0.014706,0.856,1,0.149619,0.19107,0.007246,1
0.015038,0.029762,0.026895,0.000129,0.073529,0.016,1,0.015008,0.75,0.007246,0
0.082707,0.011905,0.0489,0.006818,0.014706,0,0.45,0.02078,0.4,0.014493,0
0.015038,0.02381,0.00489,0.000129,0,0.016,1,0.000462,0.666667,0.007246,1
0.037594,0.041667,0.03423,0,0.058824,0.032,0.605769,0.090279,0.375,0.014493,1
0.022556,0.035714,0.02445,0.000386,0.073529,0.008,1,0.006927,0.583333,0.007246,0
0.075188,0.142857,0.112469,0.002444,0.338235,0.072,0.333333,0.057723,0.2375,0.028986,1
0.383459,0.14881,0.286064,0.164008,0.338235,0.32,0.51,0.494112,0.181373,0.130435,1
0.015038,0.041667,0.00489,0.000129,0.014706,0.016,1,0.000462,1,0.007246,0
0.030075,0.017857,0.01956,0,0.029412,0.024,0.166667,0.014315,0.583333,0.028986,1
0.022556,0,0.00978,0.000129,0,0.016,0.25,0.054029,1,0.007246,1
0.022556,0.047619,0.00978,0.000386,0.014706,0,1,0.001385,0.555556,0.007246,0
0.315789,0.172619,0.330073,0.079367,0.397059,0.216,0.430155,0.55045,0.136298,0.188406,1
0.007519,0,0.00489,0,0,0.008,1,0.015701,1,0,0
0.045113,0.166667,0.146699,0,0.397059,0.04,0.325,0.086585,0.305556,0.094203,1
0.037594,0.005952,0.036675,0.001286,0.014706,0.04,1,0.070423,0.35,0.057971,0
0.43609,0.071429,0.234719,0,0.147059,0.04,0.339713,0.770492,0.163793,0.043478,1
0.022556,0,0.007335,0.000386,0,0.024,1,0.000693,0.611111,0.007246,1
0.007519,0.005952,0.00489,0,0,0.008,1,0.003694,1,0,0
0.022556,0.035714,0.017115,0.000386,0.073529,0.024,1,0.005541,0.555556,0.007246,0
0.022556,0.113095,0.05379,0.000386,0.279412,0.024,1,0.030247,0.444444,0.036232,0
0.052632,0.071429,0.110024,0.000129,0.176471,0.032,0.375,0.115216,0.571429,0.050725,0
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623975,0.98707,0.333333,0.014493,1
0.022556,0,0.00978,0.000129,0,0.016,0.25,0.054029,1,0.007246,1
0.105263,0.178571,0.198044,0.010162,0.426471,0.056,0.515385,0.185869,0.207143,0.07971,0
0.015038,0.041667,0.05868,0.000129,0.058824,0.016,1,0.025167,0.5,0.007246,0
0.067669,0,0.022005,0.004631,0,0.072,0.5625,0.004387,0.555556,0.007246,1
0.037594,0.02381,0.05379,0.001029,0.014706,0.04,0.375,0.028169,0.6,0.094203,1
0.075188,0.017857,0.090465,0.005789,0.044118,0.08,1,0.078735,0.275,0.036232,0
0.007519,0.035714,0.002445,0,0.014706,0.008,1,0.000231,1,0.007246,0
0.135338,0,0.0489,0.000386,0,0.08,0.164706,0.191642,0.685185,0.057971,1
0.015038,0.02381,0.00978,0.000129,0.044118,0.016,1,0.003002,0.75,0.007246,0
0.022556,0.017857,0.012225,0.000386,0.029412,0,1,0.00508,0.555556,0.014493,0
1,0.678571,1,1,1,1,0.472254,0.815285,0.052807,0.036232,1
0.097744,0.077381,0.046455,0.008233,0.117647,0.104,0.427083,0.024706,0.230769,0.043478,1
0.090226,0.017857,0.107579,0.008233,0.029412,0,0.490909,0.135304,0.318182,0.057971,0
0.165414,0.160714,0.112469,0.024312,0.161765,0.176,0.471429,0.04133,0.181818,0.007246,1
0.052632,0.029762,0.051345,0,0.044118,0.056,0.083333,0.027938,0.342857,0.014493,0
0.067669,0.017857,0.0489,0.004631,0.044118,0.072,1,0.047102,0.333333,0.028986,1
0.62406,0.065476,0.435208,0,0.147059,0.608,0.421545,0.259293,0.115663,0.072464,1
0.165414,0.238095,0.144254,0.023797,0.485294,0.168,0.261905,0.173401,0.199301,0.050725,1
0.037594,0.029762,0.03912,0.000257,0.073529,0.032,0.3125,0.025398,0.5,0.065217,1
0.067669,0.14881,0.070905,0.00283,0.338235,0.072,0.375,0.049411,0.259259,0.014493,0
0.090226,0.029762,0.056235,0.006946,0.073529,0.096,0.227273,0.032094,0.533333,0.007246,1
0.052632,0.10119,0.127139,0.001672,0.25,0.048,0.435185,0.118218,0.366667,0.014493,1
0.045113,0.011905,0.017115,0.000386,0.014706,0.048,0.3,0.007619,0.666667,0.007246,0
0.12782,0.10119,0.100244,0,0.161765,0.128,0.21875,0.064881,0.165775,0.050725,1
0.022556,0,0.00978,0.000129,0,0.016,0.25,0.054029,1,0.007246,1
0.015038,0.029762,0.017115,0.000129,0.073529,0.016,1,0.008081,0.75,0.007246,0
0.097744,0.035714,0.112469,0.001029,0.073529,0.072,0.358333,0.121912,0.221154,0.253623,0
0.330827,0.22619,0.107579,0.121688,0.073529,0.352,0.511628,0.012006,0.237374,0.007246,0
0.022556,0.02381,0.00978,0.000386,0.014706,0.016,1,0.001385,0.666667,0.007246,0
0.06015,0.02381,0.06846,0.000772,0.029412,0.064,0.380952,0.108751,0.4375,0.014493,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623975,0.98707,0.333333,0.014493,1
0.278195,0.053571,0.166259,0.02727,0.117647,0.272,0.3125,0.164165,0.171171,0.086957,1
0.090226,0.017857,0.107579,0.008233,0.029412,0,0.490909,0.135304,0.318182,0.057971,0
0.022556,0,0.00978,0.000129,0,0.016,0.25,0.288155,1,0.007246,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623975,0.98707,0.333333,0.014493,1
0.067669,0.053571,0.056235,0.004631,0.132353,0,1,0.018933,0.444444,0.007246,0
0.165414,0.017857,0.136919,0.028428,0.029412,0.16,0.482143,0.088894,0.143939,0.014493,0
0.022556,0,0.00978,0.000129,0,0.016,0.25,0.045024,1,0.007246,1
0.022556,0.005952,0.00978,0.000129,0.014706,0.016,0.25,0.132764,1,0.007246,1
0.067669,0.053571,0.056235,0.004631,0.132353,0,1,0.018933,0.444444,0.007246,0
0.052632,0.107143,0.061125,0,0.161765,0.056,0.208333,0.040406,0.357143,0.021739,0
0.097744,0.10119,0.124694,0.005145,0.220588,0.104,0.319444,0.087509,0.188034,0.014493,1
0.097744,0.02381,0.06357,0.001029,0.029412,0.096,0.270833,0.05934,0.269231,0.036232,0
0.030075,0.035714,0.012225,0,0,0.016,0.547619,0.012468,0.666667,0.007246,0
0.007519,0.011905,0.002445,0,0,0.008,1,0.000231,1,0.007246,0
0.090226,0.02381,0.05379,0.000515,0.044118,0.088,0.242424,0.034172,0.25,0.014493,0
0.037594,0.029762,0.031785,0,0.073529,0.024,0.125,0.029785,0.366667,0.123188,0
0.075188,0.035714,0.02934,0.004759,0.029412,0.08,0.444444,0.012006,0.4,0.007246,0
0.022556,0.005952,0.00978,0.000129,0.014706,0.016,0.25,0.072501,1,0.007246,1
0.120301,0.357143,0.08313,0,0.029412,0.096,0.51358,0.109905,0.411111,0.021739,1
0.06015,0.017857,0.085575,0,0.029412,0.056,0.25,0.039714,0.25,0.014493,1
0.037594,0.005952,0.03912,0.001029,0.014706,0.024,0.623975,0.98707,0.333333,0.014493,1
0.06015,0.202381,0.05379,0.002315,0,0.048,0.414286,0.042254,0.314286,0.050725,1
0.082707,0.011905,0.0489,0.006818,0.014706,0,0.45,0.02078,0.4,0.014493,0
0.06015,0.02381,0.026895,0,0.029412,0.064,0.107143,0.024244,0.5,0.028986,0
0.090226,0.494048,0.02934,0.00849,0,0.096,0.545455,0.003002,0.416667,0.007246,0
0.105263,0.017857,0.051345,0.003988,0,0.096,0.358974,0.079427,0.512821,0.021739,0
0.037594,0.10119,0.06846,0,0.220588,0.032,0.125,0.029785,0.333333,0.036232,0
0.030075,0.02381,0.01467,0,0.029412,0.024,0.166667,0.005311,0.5,0.007246,0
0.022556,0.005952,0.00978,0.000129,0.014706,0.016,0.25,0.098361,1,0.007246,1
0.082707,0.017857,0.0489,0.006818,0.014706,0,0.45,0.02078,0.4,0.014493,0
0.067669,0.339286,0.119804,0,0.352941,0.064,0.291667,0.126068,0.3125,0.036232,1
