f1,f4,f5,f6,f8,f9,f10,f11,f15,f19,class
0.032663,0.037267,0.109053,0.005667,0.145833,0.023669,0.423077,0.013362,0.285714,0.018405,1
0.072864,0.130435,0.279835,0.027465,0.416667,0.023669,0.41507,0.068611,0.233333,0.067485,1
0.002513,0.031056,0.014403,0,0.125,0,0,0.002912,0.571429,0.042945,0
0.020101,0.018634,0.034979,0,0.020833,0.047337,0.507979,0.015418,0.40625,0.01227,0
0.01005,0.037267,0.04321,0.000349,0.125,0.017751,0.3125,0.00394,0.6,0.02454,0
0,0.055901,0.002058,0,0.020833,0.005917,1,0.000471,1,0,0
0.01005,0.031056,0.078189,0,0.104167,0.011834,0.4,0.008951,0.32,0.01227,0
0.01005,0.043478,0.104938,0.000174,0.166667,0.023669,0.25,0.015547,0.466667,0.018405,0
0.002513,0.055901,0.016461,0.000087,0.1875,0.011834,1,0.004497,0.625,0.006135,0
0.022613,0.024845,0.055556,0.001133,0.083333,0.053254,0.361111,0.009808,0.472222,0.018405,1
0.005025,0.018634,0.067901,0.000087,0.0625,0.005917,0.25,0.015804,1,0.030675,0
0.002513,0.055901,0.059671,0.000087,0.1875,0.011834,1,0.007452,0.75,0.092025,1
0.017588,0.018634,0.065844,0.002441,0.041667,0.04142,1,0.006082,0.5,0.018405,0
0.015075,0.217391,0.012346,0.001831,0,0.04142,1,0.000257,0.52381,0.006135,0
0.017588,0.024845,0.061728,0.001744,0.083333,0.005917,0.380952,0.005225,0.5,0.01227,1
0.072864,0.055901,0.148148,0.029384,0.145833,0.147929,0.463602,0.026853,0.127778,0.122699,1
0.007538,0.068323,0.041152,0.000523,0.229167,0.005917,0.5,0.011906,0.45,0.02454,0
0.025126,0.080745,0.059671,0.001308,0.166667,0.04142,0.283333,0.007752,0.236364,0.018405,0
0.002513,0.068323,0.04321,0.000087,0.229167,0.005917,1,0.00788,0.625,0.006135,0
0.002513,0.055901,0.012346,0.000087,0.1875,0.005917,0.5,0.003341,0.625,0.006135,0
0.002513,0,0.00823,0.000087,0.020833,0.011834,1,0.000557,0.75,0.006135,0
0.005025,0.012422,0.032922,0.000087,0.041667,0.017751,0.25,0.011221,1,0.030675,1
0.030151,0.031056,0.063786,0.006627,0.041667,0.047337,0.486111,0.018759,0.318182,0.06135,0
0.01005,0.024845,0.065844,0.000174,0.0625,0.017751,0.229167,0.008137,0.4375,0.04908,1
0.002513,0.018634,0.002058,0.000087,0.041667,0.011834,1,0.000043,1,0.006135,0
0.110553,0.248447,0.156379,0.078298,0.104167,0.16568,0.397727,0.063001,0.083333,0.07362,0
0.08794,0.136646,0.222222,0.054931,0.291667,0.08284,1,0.066641,0.155983,0.184049,0
0,0,0.002058,0,0,0,1,0.000214,1,0,0
0.052764,0.068323,0.102881,0.011248,0.125,0.053254,0.436508,0.025354,0.140909,0.067485,1
0.015075,0.024845,0.022634,0.001133,0,0.035503,0.25,0.002698,0.166667,0.02454,0
0.040201,0.024845,0.162551,0.008545,0.083333,0.023669,0.4375,0.02831,0.1875,0.030675,0
0,0.012422,0.002058,0,0.020833,0.005917,1,0.000171,1,0,0
0.005025,0.111801,0.024691,0.000262,0.0625,0.017751,0.5,0.002484,0.5,0.006135,0
0.045226,0.074534,0.156379,0.006191,0.208333,0.047337,0.406566,0.021286,0.19883,0.055215,1
0.005025,0.018634,0.047325,0.000087,0.0625,0.005917,0.25,0.010793,1,0.006135,1
0.01005,0.024845,0.010288,0.000174,0,0.029586,0.375,0.001499,0.466667,0.006135,0
0,0.043478,0.002058,0,0.041667,0.005917,1,0.000171,1,0,0
0.022613,0.099379,0.053498,0.002529,0.041667,0.029586,0.402778,0.011007,0.5,0.01227,1
0.017588,0.086957,0.016461,0.001046,0.041667,0,0.380952,0.002784,0.354167,0.018405,0
0.045226,0.062112,0.152263,0.010725,0.229167,0.047337,0.444444,0.047325,0.233918,0.202454,1
0.057789,0.173913,0.18107,0.01988,0.5,0.094675,0.450311,0.022828,0.15528,0.03681,1
0.022613,0.055901,0.092593,0.000785,0.166667,0.04142,0.475556,0.061673,0.314286,0.196319,1
0.017588,0.024845,0.039095,0,0.0625,0.035503,0.142857,0.007409,0.40625,0.01227,0
0,0.006211,0,0,0,0,1,0.007923,0,0,0
0.075377,0.204969,0.220165,0.017177,0.5625,0.16568,0.32,0.05255,0.112903,0.141104,1
0.123116,0.024845,0.133745,0.000262,0.083333,0.035503,0.37585,0.26802,0.5,1,0
0.007538,0.006211,0.012346,0,0.020833,0.017751,0,0.002484,0.666667,0.018405,0
0.025126,0.130435,0.057613,0.002005,0.0625,0.047337,0.36,0.010407,0.16,0.030675,0
0.040201,0,0.074074,0.008719,0,0.094675,0.35,0.029552,0.323529,0.079755,0
0.005025,0.018634,0.053498,0.000087,0.0625,0.017751,0.25,0.01015,1,0.018405,0
0.017588,0.031056,0.061728,0.001744,0.083333,0.005917,0.380952,0.005225,0.5,0.01227,1
0.007538,0.055901,0.045267,0.000523,0.145833,0.011834,1,0.007452,0.583333,0.006135,0
0.027638,0.037267,0.076132,0.003313,0.145833,0.047337,0.431818,0.020087,0.319444,0.07362,1
0.065327,0.012422,0.080247,0.00218,0,0.12426,0.264706,0.054649,0.296296,0.042945,0
0.015075,0.024845,0.030864,0.000262,0.083333,0.04142,0.404762,0.004882,0.392857,0.018405,1
0.007538,0.031056,0.030864,0,0.104167,0.011834,0.25,0.002613,0.416667,0.01227,0
0.005025,0.018634,0.016461,0.000087,0.0625,0,0.25,0.002998,0.444444,0.03681,0
0.135678,0.670807,0.409465,0.104368,0.625,0.236686,0.446181,0.061502,0.078469,0.079755,1
0.052764,0.136646,0.072016,0.015259,0.125,0.130178,0.496599,0.010193,0.392045,0.02454,1
0.017588,0.086957,0.061728,0,0.1875,0.017751,0.383117,0.015204,0.375,0.006135,0
0.005025,0.018634,0.00823,0.000262,0.0625,0,1,0.000814,0.466667,0.006135,0
0.007538,0.018634,0.016461,0,0.0625,0,0.222222,0.003383,0.357143,0.030675,0
0.022613,0.037267,0.113169,0.001831,0.125,0.023669,0.416667,0.016403,0.3,0.030675,0
0.002513,0.062112,0.045267,0.000087,0.229167,0.011834,1,0.00424,0.75,0.042945,1
0.012563,0.006211,0.080247,0.001133,0.041667,0.029586,0.3,0.015975,0.28,0.067485,0
0.007538,0.018634,0.024691,0,0.020833,0.017751,0.611111,0.002998,0.5,0.006135,0
0.002513,0.062112,0.016461,0.000087,0.166667,0.005917,1,0.002741,0.625,0.006135,0
0.060302,0.055901,0.074074,0.025286,0.0625,0.130178,0.444444,0.006853,0.157407,0.018405,0
0.045226,0.111801,0.144033,0.007934,0.3125,0.053254,0.354167,0.054049,0.274854,0.030675,0
0,0.018634,0.028807,0,0.083333,0.005917,1,0.003512,1,0,1
0.035176,0.111801,0.055556,0,0.020833,0.065089,0.334821,0.016703,0.333333,0.03681,0
0.01005,0.018634,0.034979,0.000698,0.083333,0.029586,0.1875,0.007366,0.366667,0.042945,0
0.025126,0.006211,0.045267,0.00218,0.020833,0.04142,0.416667,0.00711,0.30303,0.02454,0
0.002513,0.018634,0.002058,0.000087,0,0.011834,1,0.000043,0.666667,0.006135,1
0.012563,0.012422,0.037037,0.000262,0.020833,0.029586,0.22,0.016532,0.333333,0.08589,0
0.005025,0.024845,0.006173,0.000262,0,0.011834,0.71875,0.000942,0.5,0.01227,0
0.21608,0.043478,0.203704,0.326184,0.166667,0.497041,1,0.030408,0.054675,0.018405,0
0.002513,0.024845,0.006173,0.000087,0.083333,0.011834,1,0.000385,0.75,0.006135,0
0.015075,0.037267,0.053498,0,0.145833,0.017751,0.308333,0.021371,0.285714,0.030675,1
0.042714,0.093168,0.125514,0.002703,0.291667,0.094675,0.397059,0.023556,0.317647,0.042945,1
0.002513,0.055901,0.010288,0.000087,0.104167,0.005917,1,0.001242,0.625,0.006135,0
0.002513,0.012422,0.002058,0.000087,0.020833,0.011834,1,0.000043,1,0.006135,0
0.01005,0.018634,0.05144,0,0.020833,0.029586,0.125,0.014476,0.6,0.07362,0
0.005025,0.012422,0.024691,0.000262,0.041667,0.017751,1,0.001884,0.5,0.006135,0
0.030151,0.080745,0.152263,0.003836,0.270833,0.005917,0.407407,0.022099,0.5,0.07362,1
0.002513,0.037267,0.006173,0.000087,0,0.011834,1,0.000343,0.75,0,0
0.025126,0.024845,0.061728,0.002703,0.104167,0.04142,0.4,0.009851,0.4,0.04908,1
0.002513,0.049689,0.049383,0.000087,0.166667,0.011834,1,0.005396,0.75,0.055215,1
0.022613,0.086957,0.150206,0.001482,0.3125,0.029586,0.407407,0.020386,0.25,0.055215,1
0.012563,0.043478,0.045267,0.000262,0.083333,0.029586,0.34,0.005439,0.458333,0.01227,1
0.050251,0.099379,0.168724,0.00558,0.145833,0.053254,0.345833,0.025183,0.22449,0.079755,1
0.002513,0.055901,0.016461,0.000087,0.1875,0.005917,0.5,0.001499,0.625,0.006135,0
0.005025,0.062112,0.034979,0.000262,0.208333,0.005917,0.5,0.011649,0.533333,0.006135,0
0.005025,0.024845,0.065844,0.000262,0.083333,0.017751,1,0.006895,0.555556,0.006135,1
0.01005,0.018634,0.069959,0,0.0625,0.017751,0.355769,0.016489,0.5,0.03681,1
0.045226,0.304348,0.059671,0.012817,0.145833,0.112426,0.444444,0.010236,0.233083,0.03681,0
0.002513,0.068323,0.018519,0.000087,0.229167,0.005917,0.5625,0.005825,0.625,0.006135,0
0.002513,0.055901,0.016461,0.000087,0.166667,0.005917,1,0.00167,0.6,0.006135,0
0,0.024845,0,0,0.020833,0.005917,1,0,1,0.006135,0
0.040201,0.043478,0.04321,0.008719,0.0625,0.100592,0.459375,0.00848,0.183824,0.02454,1
0.01005,0.055901,0.065844,0.000349,0.166667,0.011834,0.333333,0.006467,0.4,0.006135,1
0.015075,0.037267,0.065844,0.000959,0.125,0,0.388889,0.006167,0.285714,0.006135,1
0.012563,0.080745,0.026749,0.000436,0.104167,0.029586,0.463636,0.003426,0.4,0.006135,0
0.01005,0.049689,0.00823,0.000872,0.041667,0.029586,1,0.000171,0.6,0.006135,0
1,0.285714,1,0,0.979167,0.485207,0.359196,1,0.183375,0.282209,0
0.025126,0.012422,0.030864,0.004796,0.020833,0.053254,1,0.019487,0.363636,0.03681,0
0.012563,0.006211,0.037037,0.001308,0,0.023669,0.56,0.007838,0.5,0.08589,0
0.030151,0.062112,0.123457,0.003836,0.208333,0.035503,0.416667,0.020857,0.180556,0.03681,1
0.002513,0.037267,0.012346,0.000087,0.125,0.005917,1,0.001242,0.625,0.006135,0
0.030151,0.055901,0.146091,0.003836,0.1875,0.023669,0.391026,0.026982,0.217949,0.042945,0
0.002513,0.037267,0.010288,0.000087,0.125,0.005917,1,0.001499,0.625,0.006135,0
0.017588,0.043478,0.067901,0.001046,0.125,0.029586,0.357143,0.009508,0.291667,0.04908,0
0.032663,0.118012,0.146091,0.003226,0.229167,0.047337,0.428571,0.022785,0.257143,0.03681,1
0.01005,0.018634,0.034979,0.000698,0.083333,0.011834,0.375,0.004497,0.333333,0.018405,0
0.027638,0.111801,0.063786,0.003139,0.125,0.071006,0.372727,0.010065,0.416667,0.030675,1
0.01005,0.037267,0.039095,0.000349,0.125,0.011834,0.25,0.00651,0.366667,0.06135,0
0.007538,0.024845,0.063786,0,0.083333,0.011834,0.287879,0.013362,0.375,0.067485,1
0.022613,0.043478,0.057613,0.000262,0.104167,0.047337,0.166667,0.008052,0.425,0.02454,0
0.020101,0.043478,0.078189,0.003139,0.083333,0.053254,1,0.038674,0.301587,0.122699,1
0.005025,0.018634,0.047325,0.000087,0.0625,0.017751,0.25,0.013705,1,0.018405,0
0.01005,0.012422,0.022634,0,0.020833,0.017751,0.234375,0.011478,0.6,0.06135,0
0.030151,0.391304,0.111111,0.003139,0.020833,0.04142,0.443452,0.018502,0.178571,0.042945,0
0.025126,0.310559,0.039095,0,0.020833,0.053254,0.05,0.005825,0.575758,0.01227,0
0.017588,0.024845,0.028807,0,0.041667,0.035503,0.214286,0.00591,0.395833,0.030675,0
0.01005,0.080745,0.090535,0.000523,0.229167,0.005917,0.416667,0.019573,0.32,0.018405,0
0.032663,0.062112,0.179012,0.003052,0.145833,0.047337,0.336538,0.038032,0.619048,0.06135,1
0.027638,0.031056,0.104938,0.000698,0.104167,0.059172,0.336364,0.021414,0.30303,0.104294,1
0.050251,0.037267,0.144033,0.014823,0.125,0.029586,0.45,0.021714,0.169312,0.04908,1
0.012563,0,0.010288,0.001308,0,0.035503,1,0.000214,0.75,0.006135,0
0.005025,0.080745,0.018519,0.000262,0.1875,0.011834,1,0.002655,0.6,0.006135,0
0.002513,0.049689,0.010288,0.000087,0.125,0.005917,0.5,0.00227,0.666667,0.006135,0
0.007538,0.012422,0.022634,0.000523,0.041667,0.023669,0.333333,0.001542,0.5,0.01227,0
0.025126,0.062112,0.12963,0.002354,0.1875,0.005917,0.3875,0.02544,0.363636,0.07362,1
0.002513,0.043478,0.014403,0.000087,0.145833,0.005917,1,0.002099,0.625,0.006135,0
0.012563,0.031056,0.014403,0.001308,0.0625,0.035503,1,0.000985,0.555556,0.01227,0
0.030151,0.080745,0.131687,0.001221,0.291667,0.023669,0.316667,0.017003,0.323077,0.04908,1
0.017588,0.043478,0.055556,0.000523,0.145833,0.047337,0.339286,0.00681,0.234375,0.03681,0
0.005025,0.018634,0.065844,0.000262,0.083333,0.017751,0.5,0.007495,0.666667,0.006135,1
0.035176,0.15528,0.152263,0.006365,0.395833,0.071006,0.392857,0.031479,0.247619,0.079755,1
0.01005,0.024845,0.024691,0.000349,0.083333,0.023669,0.4375,0.002099,0.5,0.006135,0
0.005025,0.062112,0.024691,0.000262,0.208333,0.005917,0.5,0.004283,0.444444,0.03681,0
0.037688,0.136646,0.049383,0.009242,0.041667,0.088757,0.4,0.005439,0.205357,0.018405,0
0.012563,0.031056,0.100823,0.000785,0.104167,0.017751,0.4,0.01302,0.305556,0.04908,1
0.012563,0.055901,0.047325,0.001308,0.208333,0.023669,1,0.006124,0.333333,0.030675,0
0.027638,0.031056,0.076132,0.002441,0.104167,0.005917,0.196172,0.027581,0.5,0.030675,1
0.032663,0.142857,0.216049,0.006016,0.5,0.047337,0.434615,0.03028,0.174603,0.055215,1
0.012563,0.024845,0.055556,0.000262,0.104167,0.023669,0.385714,0.009808,0.722222,0.042945,1
0.005025,0.024845,0.004115,0.000262,0.020833,0.017751,1,0.000086,0.444444,0.006135,0
0.002513,0.018634,0.004115,0.000087,0.0625,0.005917,1,0.000214,0.75,0.006135,0
0.067839,0.273292,0.121399,0.032958,0.041667,0.142012,1,0.040644,0.183673,0.08589,1
0.005025,0.018634,0.016461,0.000087,0.0625,0,0.25,0.004497,0.444444,0.067485,0
0.012563,0,0.045267,0.000087,0.020833,0.011834,0.3,0.005996,0.47619,0.018405,0
0.015075,0.024845,0.030864,0,0.083333,0.023669,0.333333,0.017774,0.265306,0.08589,1
0.01005,0.024845,0.104938,0.000174,0.083333,0.023669,0.321429,0.016232,0.4,0.03681,0
0.01005,0.024845,0.055556,0.000174,0.083333,0.023669,0.28125,0.00848,0.466667,0.04908,1
0.31407,0.627329,0.648148,0.605197,0.833333,0.532544,0.476279,0.216112,0.068783,0.153374,1
0.035176,0.068323,0.185185,0.004098,0.229167,0.017751,0.404018,0.050752,0.283333,0.042945,1
0.005025,0.142857,0.004115,0.000262,0,0.017751,0.75,0.000128,0.833333,0.006135,0
0,0.093168,0.002058,0,0,0.005917,1,0.000171,1,0,0
0.022613,0.055901,0.09465,0.001482,0.0625,0.047337,0.311111,0.012763,0.35,0.06135,0
0.030151,0.031056,0.024691,0.006801,0,0.076923,1,0.000514,0.430769,0.006135,0
0,0.031056,0.002058,0,0,0,1,0.000857,1,0,0
0.005025,0.018634,0.074074,0.000087,0.0625,0.011834,0.25,0.005867,0.5,0.01227,0
0.030151,0.062112,0.121399,0.00436,0.208333,0.005917,0.408333,0.015418,0.24359,0.030675,0
0.012563,0.043478,0.09465,0.000785,0.166667,0.017751,0.4,0.013277,0.388889,0.006135,0
0,0.043478,0.041152,0,0.041667,0.005917,1,0.00394,1,0,0
0.002513,0.068323,0.002058,0.000087,0,0.011834,1,0.000086,1,0.006135,0
0.007538,0.006211,0.020576,0.000349,0.041667,0.017751,0.333333,0.002441,0.333333,0.02454,0
0.012563,0.024845,0.067901,0,0.104167,0.011834,0.2,0.005482,0.277778,0.006135,1
0.005025,0.062112,0.026749,0.000087,0.208333,0.011834,0.4375,0.005696,0.555556,0.006135,0
0.030151,0.074534,0.131687,0.004011,0.1875,0.005917,0.392857,0.018716,0.333333,0.055215,1
0.002513,0.037267,0.00823,0.000087,0.104167,0.011834,0.5,0.000899,0.625,0.006135,0
0.012563,0.018634,0.037037,0.001308,0.083333,0.035503,1,0.00394,0.5,0.01227,1
0.032663,0.043478,0.067901,0.003226,0.083333,0.065089,0.380342,0.013834,0.22449,0.04908,1
0.01005,0.093168,0.069959,0.000872,0.291667,0.005917,0.571429,0.010921,0.72,0.006135,0
0.042714,0.068323,0.195473,0.004098,0.208333,0.053254,0.386555,0.031222,0.104575,0.09816,0
0.002513,0.018634,0.004115,0.000087,0.020833,0.005917,0.5,0.000385,0.75,0.006135,0
0.025126,0.055901,0.195473,0.001831,0.208333,0.017751,0.414286,0.054435,0.236364,0.104294,1
0.020101,0.049689,0.047325,0.000523,0.145833,0.047337,0.1875,0.007409,0.296296,0.03681,0
0.005025,0.024845,0.034979,0.000262,0.041667,0.005917,1,0.002998,0.444444,0.01227,0
0.022613,0.086957,0.032922,0.002005,0.020833,0.04142,0.388889,0.003383,0.4,0.006135,1
0.002513,0.018634,0.012346,0,0,0.011834,0.9,0.002013,0.666667,0.006135,1
0.110553,0.086957,0.248971,0.040283,0.166667,0.230769,0.449761,0.04891,0.136752,0.07362,1
0.005025,0.062112,0.018519,0.000262,0.145833,0.011834,1,0.003341,0.533333,0.006135,0
0.007538,0.055901,0.00823,0,0,0.023669,0.333333,0.001156,0.5,0.006135,0
0.012563,0.043478,0.018519,0,0.041667,0.017751,0.325,0.002398,0.416667,0.01227,1
0.110553,0.204969,0.218107,0.080914,0.520833,0.153846,0.465035,0.108441,0.231061,0.055215,0
0,0.012422,0.002058,0,0.041667,0.005917,1,0.000171,1,0,0
0.012563,0.018634,0.04321,0.000262,0.0625,0,0.53125,0.012292,0.285714,0.153374,0
0.01005,0.018634,0.034979,0.000698,0.083333,0.029586,0.1875,0.007366,0.366667,0.042945,0
0,0.018634,0.002058,0,0.041667,0.005917,1,0.000171,1,0,0
0.007538,0.018634,0.014403,0.000349,0.0625,0,0.333333,0.002313,0.375,0.03681,0
0.125628,0.267081,0.27572,0.099311,0.375,0.207101,0.474545,0.070367,0.111765,0.03681,0
0,0.068323,0,0,0,0,1,0.026382,0,0,0
0,0.018634,0.002058,0,0.041667,0.005917,1,0.000171,1,0,0
0.007538,0.006211,0.00823,0,0.020833,0.017751,0,0.002655,0.666667,0.01227,0
0.040201,0.080745,0.119342,0.008196,0.1875,0.047337,0.449219,0.014262,0.213235,0.030675,1
0.005025,0.018634,0.014403,0,0.0625,0,0.375,0.006424,0.444444,0.110429,0
0.012563,0.037267,0.069959,0.000436,0.125,0.005917,0.416667,0.009765,0.333333,0.006135,0
0.005025,0.049689,0.012346,0.000087,0.125,0.005917,0.5,0.001242,0.666667,0.006135,0
0.29397,0.031056,0.368313,0.529689,0.020833,0.159763,0.460563,0.22365,0.138067,0.055215,0
0.055276,0.236025,0.12963,0.013863,0.270833,0.094675,0.429293,0.012806,0.103896,0.055215,1
0.020101,0.024845,0.039095,0,0.041667,0.053254,0.25,0.004711,0.259259,0.018405,0
0.027638,0.012422,0.049383,0,0.020833,0,0.218182,0.009294,0.395833,0.018405,0
0.01005,0,0.047325,0.000872,0,0.029586,1,0.00878,0.3,0.03681,0
0.002513,0.006211,0.004115,0.000087,0,0,0.5,0.000642,0.75,0,0
0.007538,0.024845,0.006173,0.000523,0,0.023669,1,0.000128,1,0.006135,0
0.01005,0.024845,0.022634,0,0.0625,0,0.1875,0.005396,0.3,0.02454,0
0.012563,0.018634,0.022634,0.001308,0.020833,0.035503,1,0.002056,0.416667,0.01227,0
0.027638,0.049689,0.146091,0.003488,0.166667,0.011834,0.471591,0.02938,0.222222,0.030675,1
0.012563,0.093168,0.090535,0.001308,0.270833,0.035503,1,0.011949,0.229167,0.006135,0
0.032663,0.043478,0.030864,0.007934,0.041667,0.08284,1,0.001585,0.414286,0.006135,0
0.01005,0.031056,0.024691,0.000349,0.083333,0.023669,0.416667,0.00197,0.5,0.006135,0
0.012563,0.031056,0.034979,0.001133,0.083333,0.017751,0.4,0.002313,0.25,0.006135,1
0,0.049689,0.04321,0,0.1875,0.005917,1,0.004711,1,0,0
0.01005,0.062112,0.065844,0.000523,0.208333,0.005917,0.3125,0.008694,0.433333,0.006135,0
0.002513,0.049689,0.012346,0.000087,0.166667,0.005917,0.5,0.001156,0.625,0.006135,0
0.005025,0.018634,0.014403,0,0.0625,0,0.25,0.003255,0.444444,0.030675,0
0.01005,0.062112,0.05144,0,0.166667,0,0.25,0.006596,0.466667,0.030675,1
0.007538,0.006211,0.00823,0,0.020833,0.017751,0,0.002484,0.666667,0.018405,0
0.025126,0.10559,0.05144,0.001133,0.104167,0.065089,0.05,0.007281,0.545455,0.01227,0
0.01005,0.012422,0.022634,0,0.020833,0.017751,0.265625,0.010707,0.6,0.06135,0
0.017588,0.10559,0.074074,0.002441,0.354167,0.005917,1,0.011564,0.363636,0.006135,0
0.002513,0.068323,0.032922,0.000087,0.229167,0.005917,1,0.002655,0.625,0.006135,0
0.005025,0.031056,0.016461,0,0.041667,0.017751,0,0.001413,0.666667,0.006135,0
0.002513,0.043478,0.00823,0.000087,0.125,0.005917,0.5,0.000771,0.666667,0.006135,0
0.002513,0.037267,0.010288,0.000087,0.125,0.005917,1,0.001156,0.625,0.006135,0
0.007538,0.074534,0.039095,0,0.208333,0.023669,0.277778,0.012849,0.357143,0.01227,0
0.005025,0.024845,0.026749,0.000262,0.083333,0.017751,1,0.002313,1,0.006135,0
0,0,0.002058,0,0,0,1,0.000214,1,0,0
0.050251,0.068323,0.191358,0.017264,0.1875,0.112426,0.47,0.041972,0.375,0.09816,1
0.015075,0.024845,0.076132,0.000785,0.083333,0.023669,0.305556,0.008951,0.3,0.04908,1
0.246231,1,0.666667,0.352515,1,0.39645,0.457551,0.186989,0.059418,0.343558,1
0,0.012422,0.002058,0,0.041667,0.005917,1,0.000171,1,0,0
0.015075,0.093168,0.032922,0.001657,0.166667,0.035503,0.166667,0.002227,0.457143,0.006135,0
0.012563,0.018634,0.039095,0.001133,0.0625,0.029586,0.475,0.005354,0.541667,0.02454,0
0.007538,0.062112,0.049383,0,0.1875,0.017751,0.305556,0.006167,0.583333,0.018405,1
0.012563,0.080745,0.080247,0.000262,0.291667,0.011834,0.36,0.01075,0.305556,0.06135,1
0.005025,0.018634,0.018519,0.000262,0.041667,0.011834,1,0.00167,0.583333,0.01227,0
0.037688,0.074534,0.09465,0.004185,0.208333,0.08284,0.390476,0.01893,0.241071,0.08589,1
0.002513,0.006211,0.002058,0.000087,0.020833,0.011834,1,0.000043,0.75,0.006135,0
0.01005,0.049689,0.026749,0,0.041667,0,0,0.003469,0.466667,0.02454,0
0.007538,0,0.014403,0.000349,0,0.023669,0.5,0.003469,0.35,0.006135,0
0.025126,0.236025,0.049383,0,0.041667,0.065089,0,0.005739,0.484848,0.01227,0
0.030151,0.099379,0.106996,0.004708,0.25,0.053254,0.4375,0.012934,0.261538,0.06135,1
